count,State,Crop_Year,,Crop,Season,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Precipitation_val,Temperature_val,DTR,EVI,FPAR,LAI,NDMI,NDVI,VHI,Yield,Avg_Yield,Yield_Anomaly
240,Karnataka,2008,,rice,kharif,1129883,2906761,1164.1,161618464.3,101689.47,936.600592,25.44383668363764,12.04517521,0.278157989,0.309314888,0.855335968,0.519073664,0.438807025,0.558671295,2.513448276,2.518190868,-0.004742592
241,Karnataka,2009,,rice,kharif,1102221,2734838,1321,171748076.2,187377.57,1124.1214288404897,25.18681969803371,11.14466062,0.294605923,0.324430171,0.905862978,0.520703037,0.4692,0.584357712,2.397931034,2.518190868,-0.120259834
242,Karnataka,2010,,rice,kharif,1129304,3192746,1317.7,187588687.4,271032.96,1259.0246708850327,24.726247037394664,9.601530807,0.310417355,0.324123847,0.903458498,0.526057033,0.475177273,0.605041188,2.654,2.518190868,0.135809132
243,Karnataka,2011,,rice,kharif,1117720,3218289,1178.986364,187240454.4,368847.6,1180.4074903311698,24.62969079178371,11.92082721,0.285041185,0.306007905,0.845191041,0.522069202,0.449977548,0.575521026,2.702666667,2.518190868,0.184475799
244,Karnataka,2012,,rice,kharif,1048427,2667359,956.2,158102791.6,325012.37,1064.3656800063818,24.45827664150281,12.1481163,0.281498623,0.314673913,0.876646904,0.523272227,0.444721625,0.542704459,2.418333333,2.518190868,-0.099857535
245,Karnataka,2013,,rice,kharif,1035111,3057894,1235.6,149563188.4,279479.97,1157.473369280602,24.082146462429776,10.44342832,0.286056612,0.308086298,0.853952569,0.520932848,0.443085399,0.594514238,2.792666667,2.518190868,0.274475799
246,Karnataka,2014,,rice,kharif,1000025,3057611,1238.5,150963774,330008.25,1035.5725185241354,24.966412833567414,10.49046666,0.305186915,0.343748353,0.981554677,0.516351629,0.483738154,0.603492503,2.812333333,2.518190868,0.294142465
247,Karnataka,2015,,rice,kharif,977005,2641669,1024.9,154278859.5,322411.65,882.2984150263824,25.503253379564608,11.32422526,0.31703719,0.340523715,0.983366271,0.516664837,0.50376832,0.593674222,2.525666667,2.518190868,0.007475799
248,Karnataka,2016,,rice,kharif,942025,2611754,1147.2,144365331.3,329708.75,819.2516434815369,25.00464141502809,13.44132708,0.282238567,0.309499341,0.859881423,0.518282956,0.432653994,0.548275836,2.529666667,2.518190868,0.011475799
249,Karnataka,2017,,rice,kharif,737547,2123100,1111.7,116119399.7,280267.86,1033.5684069429574,25.60256100772472,10.81142675,0.313054959,0.340635705,0.967654809,0.517838101,0.480667906,0.590792123,2.9,2.518190868,0.381809132
250,Karnataka,2018,,rice,kharif,1037158,2949318,1419.1,168227027.6,363005.3,934.1762638409671,25.51244294241573,12.28625946,0.287334298,0.335530303,0.956422925,0.52254453,0.450914325,0.562839776,2.637,2.518190868,0.118809132
251,Karnataka,2019,,rice,kharif,964087,3088937,1422.3,165591583.1,356712.19,1363.5005367060241,25.622789018609552,9.489207255,0.307103444,0.331831357,0.95701581,0.527489328,0.469198347,0.590164001,2.924,2.518190868,0.405809132
252,Karnataka,2020,,rice,kharif,NA,NA,NA,NA,NA,1351.8236868302288,25.67011938202247,10.27316567,0.334001791,0.346679842,0.994433465,0.520765747,0.507736226,0.634731466,NA,2.518190868,NA
253,Madhya Pradesh,2000,,rice,kharif,1697346,975274,723.3,166628456.8,441309.96,714.1694145198767,27.482767476663962,15.74500167,0.282926272,0.343960929,0.95213184,0.518198625,0.444637364,0.504530246,0.613555556,1.240257008,-0.626701452
254,Madhya Pradesh,2001,,rice,kharif,1766150,1685799,955,180376899.5,459199,932.6413881049141,27.124701958198052,14.82452641,0.274629441,0.340733945,0.946330275,0.513618624,0.436992494,0.538636107,0.849333333,1.240257008,-0.390923675
255,Madhya Pradesh,2002,,rice,kharif,1671107,1024930,800.8,158203699.7,417776.75,736.4741787871757,27.858303317775974,14.59802957,0.265021768,0.344425986,0.913141582,0.530792785,0.425750042,0.485787689,0.608,1.240257008,-0.632257008
256,Madhya Pradesh,2003,,rice,kharif,1708583,1743430,1163,169115545.3,410059.92,1089.0221650232743,27.37939453,13.76798686,0.286402168,0.323370562,0.86703231,0.522798248,0.447495663,0.531479318,0.997916667,1.240257008,-0.242340341
257,Madhya Pradesh,2004,,rice,kharif,1675513,1302615,895.7,181525078.4,351857.73,837.8896137785601,27.426497818587663,13.6122132,0.274267556,0.3380714,0.90047866,0.517191909,0.444266389,0.524933309,0.803541667,1.240257008,-0.436715341
258,Madhya Pradesh,2005,,rice,kharif,1700446,1687475,1032.7,203917484.3,357093.66,911.3867614,27.488661728896105,14.63383446,0.29204362,0.33495014,0.924690866,0.517897449,0.463665888,0.533407173,0.881041667,1.240257008,-0.359215341
259,Madhya Pradesh,2006,,rice,kharif,1674013,1389269,1072.3,213788200.2,368282.86,939.3598122246467,27.447810978084416,13.27797246,0.278063887,0.326796968,0.881252493,0.517167735,0.439490158,0.534814598,0.856666667,1.240257008,-0.383590341
260,Madhya Pradesh,2007,,rice,kharif,1634912,1325175,740.4,218097260.8,261585.92,705.7883685415054,27.381379362824674,15.2477575,0.30915638,0.352532908,0.984303949,0.513287781,0.475417765,0.546653115,0.875,1.240257008,-0.365257008
261,Madhya Pradesh,2008,,rice,kharif,1706557,1571103,895,244105913.3,153590.13,899.8165495575636,26.992523589691558,14.0943525,0.295387573,0.344621061,0.946330275,0.508112648,0.459571059,0.551116196,0.911020408,1.240257008,-0.3292366
262,Madhya Pradesh,2009,,rice,kharif,NA,NA,NA,NA,NA,827.4367422,27.928203632305195,13.4872825,0.306164387,0.35559633,1.006003191,0.521388305,0.479713761,0.539024345,NA,1.240257008,NA
263,Madhya Pradesh,2010,,rice,kharif,1573535,1766596,856.3,261379898.8,377648.4,812.6989406216164,28.151398894074674,13.11693357,0.306857465,0.357648584,1.007937774,0.513496613,0.475694829,0.54399254,1.211666667,1.240257008,-0.028590341
264,Madhya Pradesh,2011,,rice,kharif,1693231,2273045,852.6,283650057.1,558766.23,1095.2035672786078,27.243389179180195,14.10145736,0.301671476,0.340733945,0.9469286,0.513509971,0.466851543,0.552454147,1.400416667,1.240257008,0.160159659
265,Madhya Pradesh,2012,,rice,kharif,1791157,3106146,1049.5,270106475.6,555258.67,955.8592327395817,27.302794617491884,14.3396761,0.278108841,0.322281611,0.881551655,0.517001033,0.435468974,0.528965359,1.631041667,1.240257008,0.390784659
266,Madhya Pradesh,2013,,rice,kharif,1881546,3321724,1451.4,271864581.5,508017.42,1320.5105370702101,26.618081625405843,12.07262393,0.287029691,0.336773036,0.926765058,0.507924594,0.454392494,0.581370956,1.410204082,1.240257008,0.169947074
267,Madhya Pradesh,2014,,rice,kharif,2057000,3522660,891.2,310524720,678810,767.8686884111398,28.11646459,13.2874334,0.288445538,0.353751496,0.99419625,0.514332456,0.453015096,0.527936127,1.663488372,1.240257008,0.423231364
268,Madhya Pradesh,2015,,rice,kharif,2027000,3546790,1000.7,320083570,668910,810.5691038093397,28.07145393668831,12.86456659,0.304898832,0.363522138,1.010650179,0.507227432,0.482426022,0.537973733,1.701904762,1.240257008,0.461647754
269,Madhya Pradesh,2016,,rice,kharif,2260000,5400540,1048.4,346345000,791000,1101.3641428591852,26.734343293425326,14.36570265,0.287947123,0.339750698,0.949242122,0.516291216,0.449579149,0.545062708,2.040294118,1.240257008,0.80003711
270,Madhya Pradesh,2017,,rice,kharif,2023070,4869658,800,318512140.8,768766.6,740.1870302219767,26.98000583400974,13.69984722,0.305064053,0.361258476,1.019046669,0.508532094,0.473995163,0.54769822,1.806888889,1.240257008,0.566631881
271,Madhya Pradesh,2018,,rice,kharif,2794020,5238850,1102.2,453190044,977907,830.9613056000467,26.65905286,13.68228925,0.276386656,0.321188672,0.870023933,0.520722916,0.426145288,0.520884568,1.444901961,1.240257008,0.204644953
272,Madhya Pradesh,2019,,rice,kharif,3076000,7268659,1446.7,528333760,1138120,1301.2533888241592,27.058229124391232,12.17566208,0.299436614,0.333855205,0.945253291,0.521578453,0.465101251,0.5607595,1.858,1.240257008,0.617742992
273,Madhya Pradesh,2020,,rice,kharif,NA,NA,NA,NA,NA,952.6069441314835,27.49992390422078,12.88170613,0.345172143,0.38412844,1.115676107,0.510192214,0.528998165,0.603468992,NA,1.240257008,NA
274,Maharashtra,2000,,rice,kharif,1486400,1879200,1057.8,145919888,386464,956.4205628120413,26.62331048,14.98856203,0.278113374,0.339900629,0.937611473,0.525263813,0.457552098,0.531046355,0.9865625,1.283545948,-0.296983448
275,Maharashtra,2001,,rice,kharif,1487200,2590400,1035.8,151887736,386672,1029.834706725698,26.555087324501812,14.11664683,0.266900699,0.334759615,0.916931438,0.524730729,0.430765909,0.553562207,1.261875,1.283545948,-0.021670947
276,Maharashtra,2002,,rice,kharif,1496800,1793000,967.4,141702056,374200,952.3587199577943,26.812055947124094,14.36894728,0.27645542,0.348843555,0.931444906,0.529438041,0.457089685,0.527971807,0.8903125,1.283545948,-0.393233448
277,Maharashtra,2003,,rice,kharif,1500400,2768600,1037.4,148509592,360096,1071.4180643461802,26.95296577785326,14.58740183,0.273612937,0.306613712,0.820464047,0.532294403,0.438661014,0.519516022,1.232258065,1.283545948,-0.051287883
278,Maharashtra,2004,,rice,kharif,1488200,2098200,1052,161231588,312522,1022.8554507871786,26.704809216485508,13.57799683,0.287619493,0.33090301,0.894481605,0.523984366,0.467133129,0.549664095,1.022903226,1.283545948,-0.260642722
279,Maharashtra,2005,,rice,kharif,1473700,2596800,1387.2,176726104,309477,1399.3083864260755,26.628994706748188,14.07180463,0.283186101,0.316814381,0.859594482,0.527717288,0.462642133,0.553577686,1.215666667,1.283545948,-0.06787928
280,Maharashtra,2006,,rice,kharif,1491300,2488600,1439.4,190453923,328086,1367.9716620195843,26.775068803267047,11.84936594,0.293830245,0.32826087,0.889632107,0.523720293,0.473490734,0.576426429,1.166333333,1.283545948,-0.117212615
281,Maharashtra,2007,,rice,kharif,1535300,2912800,1257.2,204809020,245648,1236.0918706195785,26.799854625355113,14.02692273,0.312511101,0.350225753,0.956772575,0.519244167,0.491361276,0.581686092,1.377241379,1.283545948,0.093695432
282,Maharashtra,2008,,rice,kharif,1499500,2234300,1052.8,214488480,134955,908.8529720749732,26.742561109138258,13.68177605,0.275445892,0.313488712,0.842704849,0.526781565,0.441303497,0.537032422,1.170740741,1.283545948,-0.112805207
283,Maharashtra,2009,,rice,kharif,1450000,2138100,1002.4,225939000,246500,1027.2873918078576,27.203054717092805,13.30973096,0.293641171,0.334958194,0.916095318,0.53011534,0.474206906,0.554203079,1.106071429,1.283545948,-0.177474519
284,Maharashtra,2010,,rice,kharif,1486200,2625100,1389,246872682,356688,1353.4772452644422,27.251659046519887,10.58287969,0.319902797,0.350125418,0.960012542,0.52172189,0.506581731,0.605079885,1.3116,1.283545948,0.028054053
285,Maharashtra,2011,,rice,kharif,1516400,2784600,1174.095455,254027328,500412,1118.6464971714515,26.65872839725379,13.33089545,0.298542832,0.332284699,0.916931438,0.527277724,0.46490201,0.56432435,1.319642857,1.283545948,0.03609691
286,Maharashtra,2012,,rice,kharif,1528100,3001640,1003.4,230437480,473711,1056.1693747476907,26.624001242897727,13.48684805,0.29395979,0.330470318,0.912311873,0.527902013,0.463362238,0.557845217,1.316153846,1.283545948,0.032607899
287,Maharashtra,2013,,rice,kharif,1567500,3016600,1409.8,226488075,423225,1425.3015473019464,26.02920439749053,11.79852183,0.294444668,0.330292642,0.913419732,0.520545522,0.464326748,0.606974495,1.436,1.283545948,0.152454053
288,Maharashtra,2014,,rice,kharif,1508400,2835400,1001.6,227708064,497772,968.7276292061235,27.343927556818183,12.79962159,0.293265734,0.342869983,0.955602007,0.524007918,0.477031906,0.548942241,1.3064,1.283545948,0.022854053
289,Maharashtra,2015,,rice,kharif,1471400,2517100,875.7,232348774,485562,816.3034246908435,27.47589111328125,12.81700452,0.315401661,0.364038462,1.02284699,0.519497273,0.508625787,0.568770584,1.334583333,1.283545948,0.051037386
290,Maharashtra,2016,,rice,kharif,1465730,3419021,1151.1,224623122.5,513005.5,1239.5414776538387,25.960193980823863,13.61409463,0.302569843,0.334759615,0.929410535,0.52399663,0.469189161,0.583161487,1.664444444,1.283545948,0.380898497
291,Maharashtra,2017,,rice,kharif,1424765,2668600,1129.5,224315001.6,541410.7,1091.0763485551092,26.253218217329547,12.40300394,0.34037972,0.384813963,1.096488294,0.516516261,0.525655332,0.611494412,1.637916667,1.283545948,0.35437072
292,Maharashtra,2018,,rice,kharif,1417445,3143748,1387.4,229909579,496105.75,998.4042261853708,26.241982199928977,13.79652986,0.28571014,0.330455686,0.906730769,0.525587581,0.449961713,0.552782248,1.657916667,1.283545948,0.37437072
293,Maharashtra,2019,,rice,kharif,1478093,2701810,1555.8,253877253.7,546894.41,1532.5199291125364,26.625839695785984,11.19454874,0.315908392,0.339297659,0.973306856,0.530546246,0.488176486,0.58536245,1.256296296,1.283545948,-0.027249652
294,Maharashtra,2020,,rice,kharif,NA,NA,NA,NA,NA,1309.8147300721694,26.85416296756629,11.2114427,0.365784266,0.388595318,1.116367057,0.519580583,0.558616608,0.642548311,NA,1.283545948,NA
295,Manipur,2000,,rice,kharif,156890,381750,1969.7,15401891.3,40791.4,1085.7398388619224,23.456890869140626,6.827579871,0.424275,0.58647288,3.159097269,0.534953429,0.632852273,0.493749052,2.26,2.177251462,0.082748538
296,Manipur,2001,,rice,kharif,162570,387270,2013.1,16603274.1,42268.2,1172.7474483817816,23.91233927408854,6.243753024,0.464932955,0.585652174,3.15951087,0.528492189,0.681901136,0.544603714,2.234444444,2.177251462,0.057192982
297,Manipur,2002,,rice,kharif,153110,335700,1743.7,14494923.7,38277.5,994.9431131581465,23.601863606770834,6.901757754,0.454277273,0.633310811,3.483445946,0.526011638,0.680571591,0.532180585,2.034444444,2.177251462,-0.142807018
298,Manipur,2003,,rice,kharif,157830,381240,687.7,15622013.4,37879.2,971.7671517193318,23.884256998697918,6.398718661,0.453630682,0.58638587,3.15951087,0.537162177,0.666872727,0.523646219,2.305555556,2.177251462,0.128304094
299,Manipur,2004,,rice,kharif,176310,435930,1613.3,19101425.4,37025.1,1347.411071921885,23.436612955729167,6.604326465,0.437292045,0.561603261,3.022282609,0.535081154,0.638225,0.513222478,2.327777778,2.177251462,0.150526316
300,Manipur,2005,,rice,kharif,166260,386070,1585.4,19937899.2,34914.6,1078.4565729255478,24.408683268229165,6.58755107,0.468990909,0.596657609,3.201086957,0.532146948,0.680068182,0.533608156,2.238888889,2.177251462,0.061637427
301,Manipur,2006,,rice,kharif,165370,389170,1533.561905,21119402.7,36381.4,873.1249388928214,24.37510986328125,7.318763216,0.477994318,0.61888587,3.326902174,0.52756649,0.70425,0.534174778,2.276666667,2.177251462,0.099415205
302,Manipur,2007,,rice,kharif,166150,406150,1435.7,22164410,26584,1151.7014891386032,24.268035888671875,6.731591695,0.456,0.567201087,3.021195652,0.529582022,0.675761364,0.518198871,2.378888889,2.177251462,0.201637427
303,Manipur,2008,,rice,kharif,210990,518250,1134.8,30180009.6,18989.1,1176.9931617269913,24.26337891,6.829649641,0.450346591,0.56861413,3.055978261,0.53556938,0.664910227,0.522318125,2.134444444,2.177251462,-0.042807018
304,Manipur,2009,,rice,kharif,113890,265090,992.5,17746339.8,19361.3,985.5905822227398,24.78934326171875,6.71384345,0.473590909,0.604918478,3.26576087,0.529952898,0.692448864,0.534164155,1.923333333,2.177251462,-0.253918129
305,Manipur,2010,,rice,kharif,212680,480240,2160.5,35328274.8,51043.2,1302.8986161117753,24.579779052734374,6.313928685,0.46409625,0.560054348,2.92798913,0.543121634,0.6774675,0.528025399,1.945555556,2.177251462,-0.231695906
306,Manipur,2011,,rice,kharif,223670,591000,1533.561905,37469198.4,73811.1,1054.4935030718646,24.362325032552082,7.010850754,0.460718182,0.585652174,3.164402174,0.537925621,0.679279545,0.532866517,2.34,2.177251462,0.162748538
307,Manipur,2012,,rice,kharif,122690,257580,1176.7,18501652,38033.9,1054.2956959674755,24.518841552734376,6.668432475,0.483697727,0.594021739,3.207608696,0.534999222,0.696355682,0.532972627,1.937777778,2.177251462,-0.239473684
308,Manipur,2013,,rice,kharif,222800,597670,1428.8,32192372,60156,957.9400984,24.847625732421875,6.722669353,0.473959091,0.611059783,3.326358696,0.534931637,0.697493182,0.549891428,2.354444444,2.177251462,0.177192982
309,Manipur,2014,,rice,kharif,224380,501980,987.5,33872404.8,74045.4,830.9893523792426,24.93753662109375,6.980315979,0.476914773,0.615951087,3.351902174,0.528033907,0.694920455,0.529705087,2.073333333,2.177251462,-0.103918129
310,Manipur,2015,,rice,kharif,237000,508140,1329.1,37424670,78210,946.8595641414324,24.552412923177084,6.682253907,0.447742045,0.561494565,2.999184783,0.534690337,0.659090909,0.512620555,1.876666667,2.177251462,-0.300584795
311,Manipur,2016,,rice,kharif,244000,645600,2039.8,37393000,85400,1081.1027454043428,24.49293212890625,6.697728513,0.4599375,0.575842391,3.114402174,0.530809291,0.678442045,0.533471519,2.313333333,2.177251462,0.136081871
312,Manipur,2017,,rice,kharif,236710,607820,1780,37267622.4,89949.8,1396.2006918117404,23.936311848958333,6.234549202,0.448019318,0.589673913,3.207880435,0.528022359,0.663607955,0.521331771,2.18,2.177251462,0.002748538
313,Manipur,2018,,rice,kharif,233500,602430,1196.9,37873700,81725,971.9159730662902,23.895570882161458,6.907281476,0.450322727,0.57763587,3.129347826,0.532744794,0.661836364,0.51136426,2.232222222,2.177251462,0.05497076
314,Manipur,2019,,rice,kharif,NA,NA,NA,NA,NA,872.2949061,24.507576497395835,6.730219867,0.478411364,0.583097826,3.150543478,0.529188407,0.723270455,0.549939251,NA,2.177251462,NA
315,Manipur,2020,,rice,kharif,NA,NA,NA,NA,NA,1043.8891737451156,24.805672200520835,6.692007795,0.475888636,0.550923913,2.907065217,0.534822288,0.677456818,0.514951142,NA,2.177251462,NA
316,Meghalaya,2000,,rice,kharif,102657,165907,6258.8,10077837.69,26690.82,1015.3470980629324,25.867770385742187,6.811237132,0.330925253,0.464657472,2.004648814,0.530114703,0.523861616,0.397548121,1.681428571,1.749642857,-0.068214286
317,Meghalaya,2001,,rice,kharif,107761,188971,4241,11005630.93,28017.86,1540.2596155114472,26.269854736328124,6.634760205,0.386376768,0.458671498,1.983574879,0.511567851,0.603247475,0.448292055,1.751428571,1.749642857,0.001785714
318,Meghalaya,2002,,rice,kharif,107742,190937,4355.3,10199935.14,26935.5,1590.750521468371,25.72199401855469,6.700036824,0.348426263,0.494144144,2.147747748,0.521029206,0.552951515,0.421989807,1.767142857,1.749642857,0.0175
319,Meghalaya,2003,,rice,kharif,109721,200703,3321.3,10860184.58,26333.04,1571.4027335669846,26.034576416015625,6.52688115,0.380306061,0.455676329,1.941545894,0.522498801,0.591854545,0.435955035,1.798571429,1.749642857,0.048928572
320,Meghalaya,2004,,rice,kharif,NA,NA,NA,NA,NA,1295.1099330581724,25.555455017089844,7.04759737,0.352479798,0.438623188,1.87705314,0.518406938,0.551935354,0.423679257,NA,1.749642857,NA
321,Meghalaya,2005,,rice,kharif,NA,NA,NA,NA,NA,1549.822093756497,26.13813171386719,6.425923711,0.379523232,0.455990338,1.993478261,0.513146473,0.600759596,0.457702615,NA,1.749642857,NA
322,Meghalaya,2006,,rice,kharif,NA,NA,NA,NA,NA,865.4492619965225,26.248446655273437,7.024122805,0.415138384,0.496521739,2.171014493,0.507227428,0.642416162,0.464415493,NA,1.749642857,NA
323,Meghalaya,2007,,rice,kharif,NA,NA,NA,NA,NA,1738.648195738718,26.35280762,7.052107813,0.36509798,0.431884058,1.872705314,0.516528493,0.578535354,0.423851171,NA,1.749642857,NA
324,Meghalaya,2008,,rice,kharif,NA,NA,NA,NA,NA,1312.5030750073493,26.073394775390625,7.16866199,0.353050505,0.457487923,1.976086957,0.526254701,0.567082828,0.425216009,NA,1.749642857,NA
325,Meghalaya,2009,,rice,kharif,NA,NA,NA,NA,NA,1205.5390699561685,26.635150146484374,6.985231706,0.373255556,0.484903382,2.085990338,0.512679225,0.599566667,0.446026676,NA,1.749642857,NA
326,Meghalaya,2010,,rice,kharif,NA,NA,NA,NA,NA,1684.5733012411742,26.430984497070312,6.735438854,0.363605556,0.458671498,1.953623188,0.525807873,0.577535556,0.443688676,NA,1.749642857,NA
327,Meghalaya,2011,,rice,kharif,NA,NA,NA,NA,NA,797.9456817,26.172735595703124,7.055347383,0.365390909,0.485193237,2.094444444,0.519465695,0.589068687,0.439248772,NA,1.749642857,NA
328,Meghalaya,2012,,rice,kharif,NA,NA,NA,NA,NA,1109.171618,25.70354309082031,7.464532639,0.375725253,0.439444444,1.849033816,0.518640315,0.597013131,0.435794218,NA,1.749642857,NA
329,Meghalaya,2013,,rice,kharif,NA,NA,NA,NA,NA,1083.2205532286316,26.336990356445312,7.210065468,0.386455556,0.489782609,2.100241546,0.519005626,0.616321212,0.459052889,NA,1.749642857,NA
330,Meghalaya,2014,,rice,kharif,NA,NA,NA,NA,NA,1513.0171392921359,26.140460205078124,6.854331092,0.34809899,0.461304348,1.955555556,0.518757285,0.55600404,0.419597704,NA,1.749642857,NA
331,Meghalaya,2015,,rice,kharif,NA,NA,NA,NA,NA,1669.9469531580805,25.900839233398436,6.868429092,0.377619192,0.454710145,1.970772947,0.51683246,0.599827273,0.438961973,NA,1.749642857,NA
332,Meghalaya,2016,,rice,kharif,NA,NA,NA,NA,NA,1203.1525466233493,25.36606445,7.024719862,0.373625253,0.472439614,2.034057971,0.515019615,0.581650505,0.430810842,NA,1.749642857,NA
333,Meghalaya,2017,,rice,kharif,NA,NA,NA,NA,NA,1599.3923177149147,24.84624481201172,6.547872212,0.357754545,0.456231884,1.983574879,0.51532506,0.56300202,0.430013608,NA,1.749642857,NA
334,Meghalaya,2018,,rice,kharif,NA,NA,NA,NA,NA,1032.4512442994862,25.18461914,6.886766983,0.395030303,0.495772947,2.127294686,0.51103187,0.610564646,0.447343416,NA,1.749642857,NA
335,Meghalaya,2019,,rice,kharif,NA,NA,NA,NA,NA,1446.942600569129,25.433016967773437,6.254564471,0.390306061,0.472439614,2.069565217,0.516908541,0.630230303,0.459811887,NA,1.749642857,NA
336,Meghalaya,2020,,rice,kharif,NA,NA,NA,NA,NA,1862.9558586988599,26.159335327148437,6.298765433,0.35249697,0.427270531,1.884541063,0.524889599,0.561154545,0.42078141,NA,1.749642857,NA
337,Mizoram,2000,,rice,kharif,51839,103673,2834.3,5089034.63,13478.14,1243.4855384737252,25.968046061197917,6.436507124,0.525855844,0.669731718,3.839914563,0.525708659,0.738371429,0.600751317,1.8875,1.783486842,0.104013158
338,Mizoram,2001,,rice,kharif,55880,105713,2406.4,5707024.4,14528.8,1504.0920840680599,26.28891602,6.138552043,0.557428571,0.669006211,3.836024845,0.522659087,0.782044156,0.639750981,1.825,1.783486842,0.041513158
339,Mizoram,2002,,rice,kharif,57067,109205,2627,5402532.89,14266.75,1111.604840159913,25.88436279296875,6.745705894,0.519742857,0.700772201,4.115830116,0.528037259,0.741141558,0.605033795,1.89,1.783486842,0.106513158
340,Mizoram,2003,,rice,kharif,59196,114630,2499.5,5859220.08,14207.04,1137.9056627199054,26.070050048828126,6.403976726,0.560283117,0.692701863,4.066770186,0.53002146,0.772325974,0.630401238,1.925,1.783486842,0.141513158
341,Mizoram,2004,,rice,kharif,57085,107660,2640.8,6184588.9,11987.85,1105.8005596886078,25.619881184895835,6.25427616,0.522427273,0.664378882,3.862732919,0.528691894,0.731618182,0.60468814,1.9225,1.783486842,0.139013158
342,Mizoram,2005,,rice,kharif,NA,NA,NA,NA,NA,885.1591760431727,26.14626261393229,6.143535657,0.554111688,0.682919255,3.919875776,0.525462571,0.765976623,0.618318038,NA,1.783486842,NA
343,Mizoram,2006,,rice,kharif,50619,25789,2353,6464552.49,11136.18,945.2677560850977,25.991507975260415,6.783773801,0.564392208,0.688664596,3.966459627,0.518745077,0.784212987,0.623358325,0.4525,1.783486842,-1.330986842
344,Mizoram,2007,,rice,kharif,54393,15501,3095.2,7256026.2,8702.88,1842.856596707801,25.93958943684896,6.093174892,0.516288312,0.622484472,3.514906832,0.529276148,0.743576623,0.596250686,0.2625,1.783486842,-1.520986842
345,Mizoram,2008,,rice,kharif,51859,68637,1912.1,7417911.36,4667.31,1337.8355751107135,25.919722493489584,6.407925385,0.551162338,0.670434783,3.809006211,0.531639117,0.766353247,0.619324023,1.20625,1.783486842,-0.577236842
346,Mizoram,2009,,rice,kharif,47085,65893,2086.3,7336784.7,8004.45,1344.2696986113986,26.440360514322915,6.332481907,0.531893506,0.664099379,3.788819876,0.531715774,0.750136364,0.597618358,1.3175,1.783486842,-0.465986842
347,Mizoram,2010,,rice,kharif,12123,20697,2738.7,2013751.53,2909.52,1706.9628548562528,26.639139811197918,5.762106585,0.529794286,0.667826087,3.690062112,0.541240155,0.74932,0.610121155,1.495,1.783486842,-0.288486842
348,Mizoram,2011,,rice,kharif,12700,25304,2439.340909,2127504,4191,985.7989378412565,26.03886515299479,6.354079146,0.546615584,0.669006211,3.836024845,0.538927895,0.766427273,0.628814534,2.03125,1.783486842,0.247763158
349,Mizoram,2012,,rice,kharif,14330,29983,2050.2,2160964,4442.3,1051.8678552274903,26.18794962565104,6.018383684,0.557848052,0.680745342,3.85931677,0.534088329,0.768941558,0.621061393,2.2925,1.783486842,0.509013158
350,Mizoram,2013,,rice,kharif,15620,32440,1848.8,2256933.8,4217.4,1177.4467807208498,26.261232503255208,6.221909577,0.550383117,0.68484472,3.923602484,0.536569673,0.766271429,0.623350036,2.1475,1.783486842,0.364013158
351,Mizoram,2014,,rice,kharif,16380,35983,2029.9,2472724.8,5405.4,1145.6451486249764,25.733601888020832,6.202353399,0.568848052,0.697204969,4.049068323,0.525190129,0.788080519,0.627315623,2.2825,1.783486842,0.499013158
352,Mizoram,2015,,rice,kharif,16804,36471,2310.8,2653519.64,5545.32,1207.447972281277,25.508660888671876,6.007335125,0.537335065,0.625341615,3.562111801,0.530700736,0.75107013,0.607306206,2.16,1.783486842,0.376513158
353,Mizoram,2016,,rice,kharif,16862,36979,2626.8,2584101.5,5901.7,1459.8111052513123,23.998415120442708,6.306331773,0.553462338,0.668074534,3.826397516,0.523846225,0.768354545,0.620450689,2.2325,1.783486842,0.449013158
354,Mizoram,2017,,rice,kharif,16039.7,35029,3865.8,2525290.368,6095.086,2406.9714416474103,23.769582112630207,6.05650387,0.528354545,0.664068323,3.821118012,0.5270145,0.744016883,0.596734452,2.15625,1.783486842,0.372763158
355,Mizoram,2018,,rice,kharif,16133,35678,1665.2,2616772.6,5646.55,1615.623612223069,23.629209391276042,6.373305386,0.531609091,0.64810559,3.720807453,0.531725249,0.747527273,0.605143877,2.1975,1.783486842,0.414013158
356,Mizoram,2019,,rice,kharif,16232,36357,2178.5,2788008.32,6005.84,1266.4883466223876,25.327384440104165,6.209969955,0.558862338,0.689099379,3.995962733,0.52594396,0.791551948,0.627492076,2.2025,1.783486842,0.419013158
357,Mizoram,2020,,rice,kharif,NA,NA,NA,NA,NA,1183.6604042862853,26.032342529296876,6.084003627,0.559893506,0.644130435,3.629503106,0.532200288,0.763985714,0.604198615,NA,1.783486842,NA
358,Nagaland,2000,,rice,kharif,150000,230000,1631.8,14725500,39000,1148.4680773057044,24.416170392717635,7.302204622,0.466351515,0.60975117,3.248534232,0.537491745,0.676437879,0.452887408,1.5025,1.936670455,-0.434170455
359,Nagaland,2001,,rice,kharif,155000,235000,1532,15830150,40300,1109.8031365424395,24.984324863978795,6.542940475,0.506780303,0.610507246,3.24384058,0.533131597,0.727966667,0.478359233,1.485,1.936670455,-0.451670455
